,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category
67827,1957176N21267,1957-06-27 13:30:00,GM,AUDREY,110.0,946.0,0,29.8,-93.7,2,Cat3
67848,1957220N27273,1957-08-09 00:00:00,GM,BERTHA,55.0,1000.0,179,27.5,-89.9,3,TS
67854,1957220N27273,1957-08-09 18:00:00,GM,BERTHA,50.0,1005.0,56,29.0,-92.2,3,TS
67858,1957220N27273,1957-08-10 06:00:00,GM,BERTHA,55.0,998.0,0,29.7,-93.9,3,TS
68066,1957250N24270,1957-09-08 12:00:00,GM,DEBBIE,35.0,1003.0,69,29.7,-87.0,3,TS
68082,1957259N21267,1957-09-17 00:00:00,GM,ESTHER,40.0,1000.0,378,23.4,-93.0,3,TS
68088,1957259N21267,1957-09-17 18:00:00,GM,ESTHER,40.0,1004.0,442,25.1,-92.8,3,TS
68092,1957259N21267,1957-09-18 06:00:00,GM,ESTHER,50.0,1000.0,150,27.9,-91.6,3,TS
68491,1958242N13302,1958-09-01 00:00:00,CS,ELLA,75.0,983.0,116,16.8,-70.7,3,Cat1
68497,1958242N13302,1958-09-01 18:00:00,CS,ELLA,70.0,995.0,70,19.1,-74.8,3,Cat1
68505,1958242N13302,1958-09-02 18:00:00,CS,ELLA,45.0,1004.0,22,21.3,-79.2,3,TS
68511,1958242N13302,1958-09-03 11:00:00,CS,ELLA,55.0,1003.0,0,21.8,-82.7,3,TS
68512,1958242N13302,1958-09-03 12:00:00,CS,ELLA,55.0,1003.0,11,21.9,-83.0,3,TS
68517,1958242N13302,1958-09-04 00:00:00,GM,ELLA,60.0,1001.0,69,22.4,-85.4,3,TS
68529,1958242N13302,1958-09-05 12:00:00,GM,ELLA,50.0,1002.0,360,26.3,-92.8,3,TS
68533,1958242N13302,1958-09-06 00:00:00,GM,ELLA,50.0,1001.0,179,27.1,-95.3,3,TS
68535,1958242N13302,1958-09-06 06:00:00,GM,ELLA,50.0,1001.0,50,27.4,-96.8,3,TS
68536,1958242N13302,1958-09-06 08:00:00,GM,ELLA,50.0,1001.0,9,27.5,-97.2,3,TS
68606,1958257N17293,1958-09-14 18:00:00,CS,GERDA,50.0,1004.0,45,17.8,-70.6,3,TS
68607,1958257N17293,1958-09-14 21:00:00,CS,GERDA,50.0,1004.0,0,18.0,-71.2,3,TS
68646,1958257N17293,1958-09-19 18:00:00,GM,GERDA,35.0,1004.0,128,22.5,-96.5,3,TS
68648,1958257N17293,1958-09-20 00:00:00,GM,GERDA,40.0,1001.0,61,23.3,-97.2,3,TS
68825,1958278N19279,1958-10-05 00:00:00,CS,JANICE,30.0,1005.0,272,19.4,-81.3,4,TS
68829,1958278N19279,1958-10-05 12:00:00,CS,JANICE,35.0,1002.0,184,20.3,-81.4,4,TS
68927,1959148N23274,1959-05-29 12:00:00,GM,ARLENE,45.0,1000.0,189,27.4,-90.1,2,TS
68929,1959148N23274,1959-05-29 18:00:00,GM,ARLENE,45.0,1002.0,159,27.7,-91.2,2,TS
68931,1959148N23274,1959-05-30 00:00:00,GM,ARLENE,45.0,1000.0,169,27.8,-91.8,2,TS
68933,1959148N23274,1959-05-30 06:00:00,GM,ARLENE,45.0,999.0,155,28.0,-91.9,2,TS
68935,1959148N23274,1959-05-30 12:00:00,GM,ARLENE,50.0,996.0,110,28.5,-91.9,2,TS
68937,1959148N23274,1959-05-30 18:00:00,GM,ARLENE,55.0,993.0,38,29.2,-91.8,2,TS
68971,1959167N21265,1959-06-16 18:00:00,GM,BEULAH,60.0,987.0,153,22.8,-96.3,2,TS
68975,1959167N21265,1959-06-17 06:00:00,GM,BEULAH,60.0,985.0,133,23.0,-96.5,2,TS
68977,1959167N21265,1959-06-17 12:00:00,GM,BEULAH,50.0,992.0,112,23.0,-96.7,2,TS
68979,1959167N21265,1959-06-17 18:00:00,GM,BEULAH,50.0,992.0,92,22.9,-96.9,2,TS
68981,1959167N21265,1959-06-18 00:00:00,GM,BEULAH,45.0,997.0,82,22.6,-97.0,2,TS
68985,1959167N21265,1959-06-18 12:00:00,GM,BEULAH,35.0,1001.0,45,22.1,-97.2,2,TS
68987,1959167N21265,1959-06-18 18:00:00,GM,BEULAH,35.0,1001.0,30,22.0,-97.3,2,TS
68994,1959169N26274,1959-06-18 06:00:00,GM,NOT_NAMED,40.0,1002.0,81,27.7,-83.7,2,TS
68995,1959169N26274,1959-06-18 08:00:00,GM,NOT_NAMED,40.0,1002.0,0,28.0,-82.8,2,TS
69114,1959204N28269,1959-07-24 18:00:00,GM,DEBRA,65.0,985.0,59,28.4,-95.2,3,Cat1
69116,1959204N28269,1959-07-25 00:00:00,GM,DEBRA,70.0,984.0,29,28.7,-95.2,3,Cat1
69515,1959280N23268,1959-10-07 12:00:00,GM,IRENE,35.0,1003.0,323,26.2,-90.0,4,TS
69517,1959280N23268,1959-10-07 18:00:00,GM,IRENE,35.0,1001.0,190,27.3,-89.0,4,TS
69519,1959280N23268,1959-10-08 00:00:00,GM,IRENE,35.0,1002.0,110,28.4,-88.2,4,TS
69523,1959280N23268,1959-10-08 10:00:00,GM,IRENE,40.0,1000.0,0,30.3,-87.6,4,TS
69567,1959287N14287,1959-10-18 12:00:00,GM,JUDITH,55.0,998.0,22,26.7,-82.5,4,TS
69568,1959287N14287,1959-10-18 14:00:00,GM,JUDITH,55.0,998.0,11,26.7,-82.3,4,TS
69659,1960192N12304,1960-07-10 12:00:00,CS,ABBY,55.0,1003.0,358,13.9,-60.9,3,TS
69661,1960192N12304,1960-07-10 18:00:00,CS,ABBY,55.0,1002.0,380,14.1,-62.3,3,TS
69667,1960192N12304,1960-07-11 12:00:00,CS,ABBY,60.0,999.0,360,14.7,-65.8,3,TS
69669,1960192N12304,1960-07-11 18:00:00,CS,ABBY,55.0,1004.0,335,14.9,-67.3,3,TS
69671,1960192N12304,1960-07-12 00:00:00,CS,ABBY,50.0,1005.0,331,14.9,-68.9,3,TS
69673,1960192N12304,1960-07-12 06:00:00,CS,ABBY,50.0,1005.0,283,14.7,-70.4,3,TS
69675,1960192N12304,1960-07-12 12:00:00,CS,ABBY,50.0,1007.0,258,14.7,-71.9,3,TS
69679,1960192N12304,1960-07-13 00:00:00,CS,ABBY,50.0,1004.0,316,15.2,-74.3,3,TS
69683,1960192N12304,1960-07-13 12:00:00,CS,ABBY,45.0,1008.0,317,14.9,-76.7,3,TS
69687,1960192N12304,1960-07-14 00:00:00,CS,ABBY,45.0,1004.0,388,14.7,-79.5,3,TS
69695,1960192N12304,1960-07-15 00:00:00,CS,ABBY,60.0,995.0,22,16.1,-85.2,3,TS
69884,1960243N10337,1960-09-05 00:00:00,CS,DONNA,110.0,956.0,372,17.8,-62.1,3,Cat3
69886,1960243N10337,1960-09-05 04:00:00,CS,DONNA,110.0,952.0,274,18.1,-63.0,3,Cat3
69887,1960243N10337,1960-09-05 06:00:00,CS,DONNA,110.0,952.0,232,18.3,-63.4,3,Cat3
69931,1960243N10337,1960-09-10 12:00:00,GM,DONNA,115.0,939.0,15,25.3,-81.3,3,Cat4
69933,1960243N10337,1960-09-10 16:00:00,GM,DONNA,105.0,942.0,0,25.9,-81.6,3,Cat3
70001,1960257N22267,1960-09-14 18:00:00,GM,ETHEL,100.0,974.0,389,25.6,-90.0,3,Cat3
70003,1960257N22267,1960-09-15 00:00:00,GM,ETHEL,100.0,976.0,212,27.1,-89.2,3,Cat3
70005,1960257N22267,1960-09-15 06:00:00,GM,ETHEL,80.0,981.0,73,28.4,-88.8,3,Cat1
70007,1960257N22267,1960-09-15 12:00:00,GM,ETHEL,75.0,985.0,44,29.4,-88.7,3,Cat1
70009,1960257N22267,1960-09-15 18:00:00,GM,ETHEL,70.0,984.0,24,30.1,-88.8,3,Cat1
70010,1960257N22267,1960-09-15 21:00:00,GM,ETHEL,70.0,980.0,0,30.4,-89.0,3,Cat1
70076,1960261N21296,1960-09-23 12:00:00,GM,FLORENCE,25.0,1005.0,69,24.9,-81.8,3,TS
70127,1961199N11314,1961-07-20 18:00:00,CS,ANNA,65.0,999.0,206,12.4,-65.6,3,Cat1
70129,1961199N11314,1961-07-21 00:00:00,CS,ANNA,65.0,1002.0,214,12.9,-67.5,3,Cat1
70131,1961199N11314,1961-07-21 06:00:00,CS,ANNA,75.0,992.0,130,13.2,-69.5,3,Cat1
70133,1961199N11314,1961-07-21 12:00:00,CS,ANNA,80.0,980.0,114,13.4,-71.3,3,Cat1
70135,1961199N11314,1961-07-21 18:00:00,CS,ANNA,80.0,981.0,184,13.6,-73.1,3,Cat1
70137,1961199N11314,1961-07-22 00:00:00,CS,ANNA,80.0,984.0,287,13.7,-74.8,3,Cat1
70139,1961199N11314,1961-07-22 06:00:00,CS,ANNA,80.0,983.0,378,14.0,-76.5,3,Cat1
70141,1961199N11314,1961-07-22 12:00:00,CS,ANNA,90.0,976.0,373,14.5,-78.2,3,Cat2
70145,1961199N11314,1961-07-23 00:00:00,CS,ANNA,70.0,990.0,183,15.2,-81.4,3,Cat1
70149,1961199N11314,1961-07-23 12:00:00,CS,ANNA,70.0,992.0,0,15.8,-84.3,3,Cat1
70151,1961199N11314,1961-07-23 18:00:00,CS,ANNA,80.0,981.0,22,16.1,-85.7,3,Cat1
70153,1961199N11314,1961-07-24 00:00:00,CS,ANNA,75.0,989.0,39,16.1,-86.7,3,Cat1
70154,1961199N11314,1961-07-24 01:00:00,CS,ANNA,75.0,989.0,33,16.1,-86.9,3,Cat1
70285,1961247N13283,1961-09-04 06:00:00,CS,CARLA,30.0,1007.0,405,13.7,-79.5,3,TS
70287,1961247N13283,1961-09-04 12:00:00,CS,CARLA,30.0,1006.0,345,14.2,-80.0,3,TS
70289,1961247N13283,1961-09-04 18:00:00,CS,CARLA,35.0,1004.0,279,14.9,-80.5,3,TS
70291,1961247N13283,1961-09-05 00:00:00,CS,CARLA,40.0,1002.0,211,15.5,-81.2,3,TS
70293,1961247N13283,1961-09-05 06:00:00,CS,CARLA,40.0,999.0,147,15.9,-82.1,3,TS
70295,1961247N13283,1961-09-05 12:00:00,CS,CARLA,45.0,998.0,134,16.3,-82.7,3,TS
70297,1961247N13283,1961-09-05 18:00:00,CS,CARLA,50.0,993.0,174,16.9,-83.1,3,TS
70299,1961247N13283,1961-09-06 00:00:00,CS,CARLA,55.0,990.0,193,17.4,-83.6,3,TS
70301,1961247N13283,1961-09-06 06:00:00,CS,CARLA,65.0,987.0,249,18.1,-84.3,3,Cat1
70303,1961247N13283,1961-09-06 12:00:00,CS,CARLA,75.0,982.0,257,18.7,-85.1,3,Cat1
70305,1961247N13283,1961-09-06 18:00:00,CS,CARLA,75.0,981.0,194,19.1,-85.6,3,Cat1
70307,1961247N13283,1961-09-07 00:00:00,CS,CARLA,75.0,978.0,167,19.5,-85.8,3,Cat1
70309,1961247N13283,1961-09-07 06:00:00,CS,CARLA,75.0,982.0,123,20.2,-85.9,3,Cat1
70313,1961247N13283,1961-09-07 18:00:00,CS,CARLA,85.0,975.0,68,21.7,-86.3,3,Cat2
70315,1961247N13283,1961-09-08 00:00:00,GM,CARLA,90.0,972.0,78,22.2,-87.1,3,Cat2
70317,1961247N13283,1961-09-08 06:00:00,GM,CARLA,95.0,966.0,145,22.8,-87.8,3,Cat2
70319,1961247N13283,1961-09-08 12:00:00,GM,CARLA,100.0,961.0,190,23.2,-88.4,3,Cat3
70321,1961247N13283,1961-09-08 18:00:00,GM,CARLA,100.0,961.0,216,23.4,-89.0,3,Cat3
70323,1961247N13283,1961-09-09 00:00:00,GM,CARLA,105.0,954.0,270,23.7,-89.7,3,Cat3
70325,1961247N13283,1961-09-09 06:00:00,GM,CARLA,105.0,955.0,326,24.1,-90.3,3,Cat3
70327,1961247N13283,1961-09-09 12:00:00,GM,CARLA,105.0,954.0,393,24.6,-90.9,3,Cat3
70329,1961247N13283,1961-09-09 18:00:00,GM,CARLA,110.0,947.0,453,25.1,-91.7,3,Cat3
70331,1961247N13283,1961-09-10 00:00:00,GM,CARLA,115.0,938.0,431,25.5,-92.5,3,Cat4
70333,1961247N13283,1961-09-10 06:00:00,GM,CARLA,115.0,934.0,388,26.0,-93.2,3,Cat4
70335,1961247N13283,1961-09-10 12:00:00,GM,CARLA,120.0,942.0,329,26.2,-93.8,3,Cat4
70337,1961247N13283,1961-09-10 18:00:00,GM,CARLA,120.0,937.0,274,26.5,-94.4,3,Cat4
70339,1961247N13283,1961-09-11 00:00:00,GM,CARLA,120.0,936.0,213,26.9,-95.0,3,Cat4
70341,1961247N13283,1961-09-11 06:00:00,GM,CARLA,125.0,927.0,150,27.2,-95.7,3,Cat4
70345,1961247N13283,1961-09-11 18:00:00,GM,CARLA,125.0,931.0,34,28.1,-96.3,3,Cat4
70346,1961247N13283,1961-09-11 20:00:00,GM,CARLA,125.0,931.0,11,28.3,-96.4,3,Cat4
70683,1961273N16302,1961-10-02 00:00:00,CS,FRANCES,40.0,1010.0,281,16.0,-64.2,4,TS
70687,1961273N16302,1961-10-02 12:00:00,CS,FRANCES,45.0,1011.0,180,16.3,-66.0,4,TS
70689,1961273N16302,1961-10-02 18:00:00,CS,FRANCES,45.0,1010.0,101,17.0,-67.0,4,TS
70751,1961290N20282,1961-10-17 00:00:00,CS,GERDA,30.0,1003.0,23,19.7,-77.9,4,TS
70753,1961290N20282,1961-10-17 06:00:00,CS,GERDA,30.0,1002.0,41,20.1,-78.0,4,TS
70816,1961299N11281,1961-10-28 12:00:00,CS,HATTIE,90.0,969.0,194,13.5,-81.6,4,Cat2
70818,1961299N11281,1961-10-28 18:00:00,CS,HATTIE,105.0,956.0,183,14.2,-81.5,4,Cat3
70820,1961299N11281,1961-10-29 00:00:00,CS,HATTIE,110.0,952.0,182,15.0,-81.4,4,Cat3
70822,1961299N11281,1961-10-29 06:00:00,CS,HATTIE,100.0,960.0,232,16.0,-81.2,4,Cat3
70824,1961299N11281,1961-10-29 12:00:00,CS,HATTIE,100.0,963.0,286,16.9,-81.3,4,Cat3
70826,1961299N11281,1961-10-29 18:00:00,CS,HATTIE,100.0,956.0,318,17.7,-81.8,4,Cat3
70828,1961299N11281,1961-10-30 00:00:00,CS,HATTIE,100.0,958.0,320,18.1,-82.5,4,Cat3
70830,1961299N11281,1961-10-30 06:00:00,CS,HATTIE,115.0,942.0,311,18.5,-83.6,4,Cat4
70832,1961299N11281,1961-10-30 12:00:00,CS,HATTIE,120.0,937.0,281,18.4,-84.4,4,Cat4
70834,1961299N11281,1961-10-30 18:00:00,CS,HATTIE,135.0,923.0,257,18.2,-85.2,4,Cat4
70836,1961299N11281,1961-10-31 00:00:00,CS,HATTIE,145.0,914.0,181,18.0,-86.1,4,Cat5
70838,1961299N11281,1961-10-31 06:00:00,CS,HATTIE,135.0,920.0,100,17.5,-87.2,4,Cat4
70840,1961299N11281,1961-10-31 12:00:00,CS,HATTIE,130.0,924.0,0,17.1,-88.3,4,Cat4
70949,1961308N20266,1961-11-05 00:00:00,GM,INGA,60.0,997.0,192,20.9,-94.9,4,TS
70953,1961308N20266,1961-11-05 12:00:00,GM,INGA,60.0,997.0,151,22.0,-95.9,4,TS
70957,1961308N20266,1961-11-06 00:00:00,GM,INGA,50.0,998.0,164,22.3,-95.9,4,TS
70962,1961308N20266,1961-11-06 15:00:00,GM,INGA,60.0,998.0,167,20.9,-95.2,4,TS
70963,1961308N20266,1961-11-06 18:00:00,GM,INGA,60.0,1000.0,175,20.2,-94.7,4,TS
70965,1961308N20266,1961-11-07 00:00:00,GM,INGA,60.0,1004.0,156,19.7,-94.0,4,TS
70969,1961308N20266,1961-11-07 12:00:00,GM,INGA,60.0,1004.0,134,19.5,-93.8,4,TS
70971,1961308N20266,1961-11-07 18:00:00,GM,INGA,60.0,1006.0,111,19.3,-93.7,4,TS
71255,1962272N15311,1962-10-01 12:00:00,CS,DAISY,35.0,1004.0,444,18.0,-61.4,4,TS
71824,1963260N27266,1963-09-17 00:00:00,GM,CINDY,55.0,996.0,169,28.0,-93.9,3,TS
71828,1963260N27266,1963-09-17 12:00:00,GM,CINDY,55.0,997.0,24,29.4,-94.3,3,TS
71829,1963260N27266,1963-09-17 14:00:00,GM,CINDY,55.0,997.0,9,29.6,-94.3,3,TS
71912,1963267N11309,1963-09-25 12:00:00,CS,EDITH,80.0,993.0,403,14.3,-61.8,3,Cat1
71914,1963267N11309,1963-09-25 18:00:00,CS,EDITH,80.0,990.0,447,14.7,-62.9,3,Cat1
71918,1963267N11309,1963-09-26 06:00:00,CS,EDITH,60.0,998.0,303,15.3,-65.4,3,TS
71920,1963267N11309,1963-09-26 12:00:00,CS,EDITH,55.0,1000.0,237,15.8,-66.6,3,TS
71922,1963267N11309,1963-09-26 18:00:00,CS,EDITH,55.0,1000.0,123,16.8,-67.3,3,TS
71924,1963267N11309,1963-09-27 00:00:00,CS,EDITH,65.0,992.0,77,17.7,-67.9,3,Cat1
71926,1963267N11309,1963-09-27 06:00:00,CS,EDITH,60.0,996.0,11,18.1,-68.7,3,TS
71928,1963267N11309,1963-09-27 10:00:00,CS,EDITH,60.0,996.0,11,18.1,-68.7,3,TS
71966,1963272N09314,1963-09-30 18:00:00,CS,FLORA,90.0,974.0,64,11.2,-60.7,3,Cat2
71968,1963272N09314,1963-10-01 00:00:00,CS,FLORA,90.0,975.0,103,11.6,-62.0,4,Cat2
71974,1963272N09314,1963-10-01 18:00:00,CS,FLORA,95.0,967.0,268,13.0,-66.0,4,Cat2
71978,1963272N09314,1963-10-02 06:00:00,CS,FLORA,105.0,956.0,292,14.2,-68.3,4,Cat3
71982,1963272N09314,1963-10-02 18:00:00,CS,FLORA,105.0,957.0,317,15.1,-70.0,4,Cat3
71990,1963272N09314,1963-10-03 18:00:00,CS,FLORA,130.0,933.0,105,17.2,-72.5,4,Cat4
71997,1963272N09314,1963-10-04 12:00:00,CS,FLORA,105.0,970.0,78,19.4,-74.4,4,Cat3
71999,1963272N09314,1963-10-04 18:00:00,CS,FLORA,105.0,973.0,0,20.0,-74.9,4,Cat3
72216,1963298N15302,1963-10-26 12:00:00,CS,HELENA,40.0,1004.0,548,15.6,-61.2,4,TS
72218,1963298N15302,1963-10-26 18:00:00,CS,HELENA,40.0,1005.0,509,15.7,-61.6,4,TS
72220,1963298N15302,1963-10-27 00:00:00,CS,HELENA,35.0,1006.0,476,15.8,-61.9,4,TS
72226,1963298N15302,1963-10-27 18:00:00,CS,HELENA,45.0,1002.0,407,16.5,-62.2,4,TS
72233,1963298N15302,1963-10-28 12:00:00,CS,HELENA,35.0,1007.0,505,17.4,-60.9,4,TS
72262,1964156N19274,1964-06-05 00:00:00,CS,NOT_NAMED,30.0,1007.0,0,21.2,-86.8,2,TS
72471,1964219N27272,1964-08-07 18:00:00,GM,ABBY,55.0,1000.0,38,28.6,-95.2,3,TS
72517,1964234N13316,1964-08-22 17:00:00,CS,CLEO,110.0,962.0,524,15.9,-61.3,3,Cat3
72518,1964234N13316,1964-08-22 18:00:00,CS,CLEO,110.0,962.0,491,16.0,-61.6,3,Cat3
72524,1964234N13316,1964-08-23 12:00:00,CS,CLEO,130.0,938.0,159,16.5,-66.6,3,Cat4
72526,1964234N13316,1964-08-23 18:00:00,CS,CLEO,125.0,945.0,158,16.7,-68.0,3,Cat4
73083,1964273N21280,1964-09-30 00:00:00,GM,HILDA,55.0,997.0,159,22.8,-86.2,3,TS
73085,1964273N21280,1964-09-30 06:00:00,GM,HILDA,60.0,994.0,179,23.1,-87.2,3,TS
73087,1964273N21280,1964-09-30 12:00:00,GM,HILDA,70.0,984.0,212,23.4,-88.2,3,Cat1
73089,1964273N21280,1964-09-30 18:00:00,GM,HILDA,80.0,978.0,260,23.8,-89.0,3,Cat1
73091,1964273N21280,1964-10-01 00:00:00,GM,HILDA,85.0,977.0,304,24.1,-89.5,4,Cat2
73093,1964273N21280,1964-10-01 06:00:00,GM,HILDA,105.0,955.0,345,24.3,-90.1,4,Cat3
73095,1964273N21280,1964-10-01 12:00:00,GM,HILDA,110.0,951.0,375,24.5,-90.6,4,Cat3
73097,1964273N21280,1964-10-01 18:00:00,GM,HILDA,120.0,941.0,420,24.8,-91.1,4,Cat4
73099,1964273N21280,1964-10-02 00:00:00,GM,HILDA,120.0,942.0,428,25.3,-91.5,4,Cat4
73103,1964273N21280,1964-10-02 12:00:00,GM,HILDA,105.0,956.0,322,26.3,-91.7,4,Cat3
73107,1964273N21280,1964-10-03 00:00:00,GM,HILDA,100.0,960.0,214,27.2,-91.2,4,Cat3
73109,1964273N21280,1964-10-03 06:00:00,GM,HILDA,100.0,964.0,159,27.7,-91.2,4,Cat3
73111,1964273N21280,1964-10-03 12:00:00,GM,HILDA,95.0,962.0,118,28.1,-91.3,4,Cat2
73113,1964273N21280,1964-10-03 18:00:00,GM,HILDA,90.0,961.0,65,28.8,-91.6,4,Cat2
73115,1964273N21280,1964-10-03 23:00:00,GM,HILDA,90.0,959.0,0,29.5,-91.5,4,Cat2
73157,1964283N15277,1964-10-10 18:00:00,CS,ISBELL,30.0,1008.0,254,18.5,-85.2,4,TS
73163,1964283N15277,1964-10-11 12:00:00,CS,ISBELL,30.0,1009.0,199,19.4,-85.5,4,TS
73167,1964283N15277,1964-10-12 00:00:00,CS,ISBELL,30.0,1005.0,190,19.3,-85.6,4,TS
73175,1964283N15277,1964-10-13 00:00:00,CS,ISBELL,55.0,996.0,202,20.0,-85.0,4,TS
73190,1964283N15277,1964-10-14 18:00:00,GM,ISBELL,95.0,968.0,81,25.1,-82.0,4,Cat2
73191,1964283N15277,1964-10-14 21:00:00,GM,ISBELL,90.0,970.0,10,25.8,-81.4,4,Cat2
73214,1964310N12280,1964-11-05 18:00:00,CS,NOT_NAMED,30.0,1006.0,271,12.6,-81.0,4,TS
73216,1964310N12280,1964-11-06 00:00:00,CS,NOT_NAMED,30.0,1003.0,260,13.0,-81.1,4,TS
73222,1964310N12280,1964-11-06 18:00:00,CS,NOT_NAMED,40.0,1001.0,186,14.0,-81.5,4,TS
73237,1964310N12280,1964-11-08 12:00:00,CS,NOT_NAMED,30.0,1006.0,22,16.1,-85.4,4,TS
73245,1964310N12280,1964-11-09 12:00:00,CS,NOT_NAMED,25.0,1008.0,49,17.8,-87.6,4,TS
73260,1965165N23269,1965-06-15 00:00:00,GM,NOT_NAMED,45.0,1005.0,118,28.0,-89.5,2,TS
73262,1965165N23269,1965-06-15 06:00:00,GM,NOT_NAMED,50.0,1006.0,80,29.3,-88.2,2,TS
73264,1965165N23269,1965-06-15 11:00:00,GM,NOT_NAMED,50.0,1007.0,0,30.4,-86.9,2,TS
73363,1965239N11310,1965-08-28 12:00:00,CS,BETSY,30.0,1010.0,391,14.0,-59.8,3,TS
73367,1965239N11310,1965-08-29 00:00:00,CS,BETSY,30.0,1010.0,443,16.2,-62.0,3,TS
73454,1965239N11310,1965-09-08 12:00:00,GM,BETSY,100.0,952.0,15,25.0,-80.6,3,Cat3
73458,1965239N11310,1965-09-09 00:00:00,GM,BETSY,100.0,954.0,192,25.5,-83.6,3,Cat3
73460,1965239N11310,1965-09-09 06:00:00,GM,BETSY,100.0,950.0,310,25.9,-85.3,3,Cat3
73462,1965239N11310,1965-09-09 12:00:00,GM,BETSY,100.0,951.0,353,26.5,-86.9,3,Cat3
73464,1965239N11310,1965-09-09 18:00:00,GM,BETSY,100.0,953.0,203,27.4,-88.1,3,Cat3
73466,1965239N11310,1965-09-10 00:00:00,GM,BETSY,115.0,946.0,67,28.4,-89.2,3,Cat4
73468,1965239N11310,1965-09-10 04:00:00,GM,BETSY,115.0,946.0,0,29.2,-90.1,3,Cat4
73694,1965268N17275,1965-09-24 18:00:00,CS,DEBBIE,25.0,1003.0,212,17.8,-85.5,3,TS
73700,1965268N17275,1965-09-25 12:00:00,CS,DEBBIE,25.0,1004.0,74,19.6,-86.7,3,TS
73710,1965268N17275,1965-09-26 18:00:00,GM,DEBBIE,25.0,1005.0,59,22.0,-88.8,3,TS
73712,1965268N17275,1965-09-27 00:00:00,GM,DEBBIE,25.0,1005.0,127,22.5,-89.2,3,TS
73722,1965268N17275,1965-09-28 06:00:00,GM,DEBBIE,50.0,1001.0,396,25.5,-89.8,3,TS
73724,1965268N17275,1965-09-28 12:00:00,GM,DEBBIE,50.0,1001.0,314,26.2,-89.4,3,TS
73726,1965268N17275,1965-09-28 18:00:00,GM,DEBBIE,50.0,1001.0,212,27.1,-89.2,3,TS
73728,1965268N17275,1965-09-29 00:00:00,GM,DEBBIE,50.0,1000.0,124,27.9,-89.3,3,TS
73730,1965268N17275,1965-09-29 06:00:00,GM,DEBBIE,45.0,1000.0,77,28.4,-89.5,3,TS
73732,1965268N17275,1965-09-29 12:00:00,GM,DEBBIE,35.0,1000.0,44,28.8,-89.8,3,TS
73734,1965268N17275,1965-09-29 18:00:00,GM,DEBBIE,35.0,1002.0,11,29.0,-90.1,3,TS
73735,1965268N17275,1965-09-29 20:00:00,GM,DEBBIE,35.0,1002.0,0,29.1,-90.2,3,TS
73912,1966156N16275,1966-06-05 12:00:00,CS,ALMA,30.0,1006.0,44,16.3,-84.8,2,TS
73918,1966156N16275,1966-06-06 06:00:00,CS,ALMA,40.0,1000.0,192,17.6,-84.4,2,TS
73920,1966156N16275,1966-06-06 12:00:00,CS,ALMA,50.0,996.0,240,18.0,-84.2,2,TS
73922,1966156N16275,1966-06-06 18:00:00,CS,ALMA,65.0,990.0,297,18.5,-84.1,2,Cat1
73924,1966156N16275,1966-06-07 00:00:00,CS,ALMA,65.0,990.0,316,18.8,-84.0,2,Cat1
73926,1966156N16275,1966-06-07 06:00:00,CS,ALMA,65.0,986.0,291,19.0,-83.9,2,Cat1
73928,1966156N16275,1966-06-07 12:00:00,CS,ALMA,70.0,983.0,261,19.3,-83.9,2,Cat1
73932,1966156N16275,1966-06-08 00:00:00,CS,ALMA,80.0,976.0,162,20.1,-83.5,2,Cat1
73941,1966156N16275,1966-06-09 00:00:00,GM,ALMA,90.0,974.0,96,26.0,-82.8,2,Cat2
73945,1966156N16275,1966-06-09 12:00:00,GM,ALMA,90.0,970.0,116,28.8,-84.3,2,Cat2
73947,1966156N16275,1966-06-09 18:00:00,GM,ALMA,75.0,981.0,29,29.6,-84.5,2,Cat1
73948,1966156N16275,1966-06-09 21:00:00,GM,ALMA,75.0,977.0,0,30.1,-84.2,2,Cat1
73994,1966180N20278,1966-06-29 12:00:00,CS,NOT_NAMED,35.0,1008.0,22,22.5,-82.5,2,TS
74001,1966180N20278,1966-06-30 06:00:00,GM,NOT_NAMED,40.0,1005.0,147,24.6,-82.5,2,TS
74007,1966180N20278,1966-07-01 00:00:00,GM,NOT_NAMED,40.0,1004.0,68,26.3,-82.7,3,TS
74011,1966180N20278,1966-07-01 12:00:00,GM,NOT_NAMED,40.0,1006.0,29,27.6,-83.0,3,TS
74261,1966207N28273,1966-07-26 06:00:00,GM,NOT_NAMED,25.0,1007.0,34,28.8,-90.0,3,TS
74316,1966233N13340,1966-08-26 12:00:00,CS,FAITH,55.0,995.0,348,18.4,-62.3,3,TS
74518,1966264N22265,1966-09-21 00:00:00,GM,HALLIE,50.0,997.0,196,21.5,-95.4,3,TS
74524,1966264N22265,1966-09-21 18:00:00,GM,HALLIE,30.0,1008.0,53,20.4,-96.2,3,TS
74573,1966265N10325,1966-09-27 12:00:00,CS,INEZ,105.0,961.0,609,16.1,-60.3,3,Cat3
74575,1966265N10325,1966-09-27 17:00:00,CS,INEZ,110.0,958.0,480,16.2,-61.6,3,Cat3
74576,1966265N10325,1966-09-27 18:00:00,CS,INEZ,110.0,958.0,470,16.2,-61.7,3,Cat3
74578,1966265N10325,1966-09-28 00:00:00,CS,INEZ,100.0,964.0,348,16.3,-63.0,3,Cat3
